lemma,mood,tense,person,value,status,note
absorber,subjunctive,subjImpf,3s,absorbra,Unknown-tense,No hay generador para este modo/tiempo
absorber,subjunctive,subjImpf,1p,absórbramos,Unknown-tense,No hay generador para este modo/tiempo
absorber,subjunctive,subjImpf,2p_vosotros,absorbrais,Unknown-tense,No hay generador para este modo/tiempo
absorber,subjunctive,subjImpf,3p,absorbran,Unknown-tense,No hay generador para este modo/tiempo
bendecir,indicative,pres,1s,bendigo,Mismatch,Esperado: bendeco
bendecir,indicative,pres,2s_tu,bendices,Mismatch,Esperado: bendeces
bendecir,indicative,pres,3s,bendice,Mismatch,Esperado: bendece
bendecir,indicative,pres,3p,bendicen,Mismatch,Esperado: bendecen
bendecir,indicative,pretIndef,1s,bendije,Mismatch,Esperado: bendecí
bendecir,indicative,pretIndef,2s_tu,bendijiste,Mismatch,Esperado: bendeciste | 'accepts' inválido para vos: bendijiste (esperado bendeciste)
bendecir,indicative,pretIndef,3s,bendijo,Mismatch,Esperado: bendeció
bendecir,indicative,pretIndef,1p,bendijimos,Mismatch,Esperado: bendecimos
bendecir,indicative,pretIndef,2p_vosotros,bendijisteis,Mismatch,Esperado: bendecisteis
bendecir,indicative,pretIndef,3p,bendijeron,Mismatch,Esperado: bendecieron
bendecir,subjunctive,subjPres,1s,bendiga,Mismatch,Esperado: bendeca
bendecir,subjunctive,subjPres,2s_tu,bendigas,Mismatch,Esperado: bendecas | 'accepts' inválido para vos: bendigas (esperado bendecas)
bendecir,subjunctive,subjPres,3s,bendiga,Mismatch,Esperado: bendeca
bendecir,subjunctive,subjPres,1p,bendigamos,Mismatch,Esperado: bendecamos
bendecir,subjunctive,subjPres,2p_vosotros,bendigáis,Mismatch,Esperado: bendecáis
bendecir,subjunctive,subjPres,3p,bendigan,Mismatch,Esperado: bendecan
bendecir,nonfinite,ger,,bendiciendo,Mismatch,Esperado: bendeciendo
bendecir,indicative,pres,2s_vos,bendicís,Mismatch,Esperado: bendecís
bendecir,indicative,pretIndef,2s_vos,bendijiste,Mismatch,Esperado: bendeciste
bendecir,subjunctive,subjImpf,1s,bendecara,Unknown-tense,No hay generador para este modo/tiempo
bendecir,subjunctive,subjImpf,2s_tu,bendecaras,Unknown-tense,No hay generador para este modo/tiempo
bendecir,subjunctive,subjImpf,2s_vos,bendecaras,Unknown-tense,No hay generador para este modo/tiempo
bendecir,subjunctive,subjImpf,3s,bendecara,Unknown-tense,No hay generador para este modo/tiempo
bendecir,subjunctive,subjImpf,1p,bendécramos,Unknown-tense,No hay generador para este modo/tiempo
bendecir,subjunctive,subjImpf,2p_vosotros,bendecarais,Unknown-tense,No hay generador para este modo/tiempo
bendecir,subjunctive,subjImpf,3p,bendecaran,Unknown-tense,No hay generador para este modo/tiempo
encontrar,indicative,pres,1s,encuentro,Mismatch,Esperado: encontro
encontrar,indicative,pres,2s_tu,encuentras,Mismatch,Esperado: encontras
encontrar,indicative,pres,3s,encuentra,Mismatch,Esperado: encontra
encontrar,indicative,pres,3p,encuentran,Mismatch,Esperado: encontran
encontrar,subjunctive,subjPres,1s,encuentre,Mismatch,Esperado: encontre
encontrar,subjunctive,subjPres,2s_tu,encuentres,Mismatch,Esperado: encontres | 'accepts' inválido para vos: encuentres (esperado encontres)
encontrar,subjunctive,subjPres,3s,encuentre,Mismatch,Esperado: encontre
encontrar,subjunctive,subjPres,3p,encuentren,Mismatch,Esperado: encontren
encontrar,imperative,impAff,2s_tu,encuentra,Mismatch,Esperado: encontra
encontrar,imperative,impAff,3s,encuentre,Mismatch,Esperado: encontre
encontrar,imperative,impAff,3p,encuentren,Mismatch,Esperado: encontren
encontrar,indicative,pres,2s_vos,encuentrás,Mismatch,Esperado: encontrás
encontrar,subjunctive,subjImpf,1s,encontrra,Unknown-tense,No hay generador para este modo/tiempo
encontrar,subjunctive,subjImpf,2s_tu,encontrras,Unknown-tense,No hay generador para este modo/tiempo
encontrar,subjunctive,subjImpf,2s_vos,encontrras,Unknown-tense,No hay generador para este modo/tiempo
encontrar,subjunctive,subjImpf,3s,encontrra,Unknown-tense,No hay generador para este modo/tiempo
encontrar,subjunctive,subjImpf,1p,encóntrramos,Unknown-tense,No hay generador para este modo/tiempo
encontrar,subjunctive,subjImpf,2p_vosotros,encontrrais,Unknown-tense,No hay generador para este modo/tiempo
encontrar,subjunctive,subjImpf,3p,encontrran,Unknown-tense,No hay generador para este modo/tiempo
encontrar,subjunctive,subjPres,2s_vos,encuentres,Mismatch,Esperado: encontres
encontrar,imperative,impNeg,2s_vos,no encuentres,Mismatch,Esperado: no encontres
comunicar,indicative,pretIndef,1s,comuniqué,Mismatch,Esperado: comunicé
comunicar,subjunctive,subjPres,1s,comunique,Mismatch,Esperado: comunice
comunicar,subjunctive,subjPres,2s_tu,comuniques,Mismatch,Esperado: comunices | 'accepts' inválido para vos: comuniques (esperado comunices)
comunicar,subjunctive,subjPres,3s,comunique,Mismatch,Esperado: comunice
comunicar,subjunctive,subjPres,1p,comuniquemos,Mismatch,Esperado: comunicemos
comunicar,subjunctive,subjPres,2p_vosotros,comuniquéis,Mismatch,Esperado: comunicéis
comunicar,subjunctive,subjPres,3p,comuniquen,Mismatch,Esperado: comunicen
comunicar,subjunctive,subjImpf,1s,comunicara,Unknown-tense,No hay generador para este modo/tiempo
comunicar,subjunctive,subjImpf,2s_tu,comunicaras,Unknown-tense,No hay generador para este modo/tiempo
comunicar,subjunctive,subjImpf,2s_vos,comunicaras,Unknown-tense,No hay generador para este modo/tiempo
comunicar,subjunctive,subjImpf,3s,comunicara,Unknown-tense,No hay generador para este modo/tiempo
comunicar,subjunctive,subjImpf,1p,comunícramos,Unknown-tense,No hay generador para este modo/tiempo
comunicar,subjunctive,subjImpf,2p_vosotros,comunicarais,Unknown-tense,No hay generador para este modo/tiempo
comunicar,subjunctive,subjImpf,3p,comunicaran,Unknown-tense,No hay generador para este modo/tiempo
educar,indicative,pretIndef,1s,eduqué,Mismatch,Esperado: educé
educar,subjunctive,subjPres,1s,eduque,Mismatch,Esperado: educe
educar,subjunctive,subjPres,2s_tu,eduques,Mismatch,Esperado: educes | 'accepts' inválido para vos: eduques (esperado educes)
educar,subjunctive,subjPres,3s,eduque,Mismatch,Esperado: educe
educar,subjunctive,subjPres,1p,eduquemos,Mismatch,Esperado: educemos
educar,subjunctive,subjPres,2p_vosotros,eduquéis,Mismatch,Esperado: educéis
educar,subjunctive,subjPres,3p,eduquen,Mismatch,Esperado: educen
educar,subjunctive,subjImpf,1s,educara,Unknown-tense,No hay generador para este modo/tiempo
educar,subjunctive,subjImpf,2s_tu,educaras,Unknown-tense,No hay generador para este modo/tiempo
educar,subjunctive,subjImpf,2s_vos,educaras,Unknown-tense,No hay generador para este modo/tiempo
educar,subjunctive,subjImpf,3s,educara,Unknown-tense,No hay generador para este modo/tiempo
educar,subjunctive,subjImpf,1p,edúcramos,Unknown-tense,No hay generador para este modo/tiempo
educar,subjunctive,subjImpf,2p_vosotros,educarais,Unknown-tense,No hay generador para este modo/tiempo
educar,subjunctive,subjImpf,3p,educaran,Unknown-tense,No hay generador para este modo/tiempo
publicar,indicative,pretIndef,1s,publiqué,Mismatch,Esperado: publicé
publicar,subjunctive,subjPres,1s,publique,Mismatch,Esperado: publice
publicar,subjunctive,subjPres,2s_tu,publiques,Mismatch,Esperado: publices | 'accepts' inválido para vos: publiques (esperado publices)
publicar,subjunctive,subjPres,3s,publique,Mismatch,Esperado: publice
publicar,subjunctive,subjPres,1p,publiquemos,Mismatch,Esperado: publicemos
publicar,subjunctive,subjPres,2p_vosotros,publiquéis,Mismatch,Esperado: publicéis
publicar,subjunctive,subjPres,3p,publiquen,Mismatch,Esperado: publicen
publicar,subjunctive,subjImpf,1s,publicara,Unknown-tense,No hay generador para este modo/tiempo
publicar,subjunctive,subjImpf,2s_tu,publicaras,Unknown-tense,No hay generador para este modo/tiempo
publicar,subjunctive,subjImpf,2s_vos,publicaras,Unknown-tense,No hay generador para este modo/tiempo
publicar,subjunctive,subjImpf,3s,publicara,Unknown-tense,No hay generador para este modo/tiempo
publicar,subjunctive,subjImpf,1p,publícramos,Unknown-tense,No hay generador para este modo/tiempo
publicar,subjunctive,subjImpf,2p_vosotros,publicarais,Unknown-tense,No hay generador para este modo/tiempo
publicar,subjunctive,subjImpf,3p,publicaran,Unknown-tense,No hay generador para este modo/tiempo
provocar,indicative,pretIndef,1s,provoqué,Mismatch,Esperado: provocé
provocar,subjunctive,subjPres,1s,provoque,Mismatch,Esperado: provoce
provocar,subjunctive,subjPres,2s_tu,provoques,Mismatch,Esperado: provoces | 'accepts' inválido para vos: provoques (esperado provoces)
provocar,subjunctive,subjPres,3s,provoque,Mismatch,Esperado: provoce
provocar,subjunctive,subjPres,1p,provoquemos,Mismatch,Esperado: provocemos
provocar,subjunctive,subjPres,2p_vosotros,provoquéis,Mismatch,Esperado: provocéis
provocar,subjunctive,subjPres,3p,provoquen,Mismatch,Esperado: provocen
provocar,subjunctive,subjImpf,1s,provocara,Unknown-tense,No hay generador para este modo/tiempo
provocar,subjunctive,subjImpf,2s_tu,provocaras,Unknown-tense,No hay generador para este modo/tiempo
provocar,subjunctive,subjImpf,2s_vos,provocaras,Unknown-tense,No hay generador para este modo/tiempo
provocar,subjunctive,subjImpf,3s,provocara,Unknown-tense,No hay generador para este modo/tiempo
provocar,subjunctive,subjImpf,1p,provócramos,Unknown-tense,No hay generador para este modo/tiempo
provocar,subjunctive,subjImpf,2p_vosotros,provocarais,Unknown-tense,No hay generador para este modo/tiempo
provocar,subjunctive,subjImpf,3p,provocaran,Unknown-tense,No hay generador para este modo/tiempo
colgar,indicative,pres,1s,cuelgo,Mismatch,Esperado: colgo
colgar,indicative,pres,2s_tu,cuelgas,Mismatch,Esperado: colgas
colgar,indicative,pres,3s,cuelga,Mismatch,Esperado: colga
colgar,indicative,pres,3p,cuelgan,Mismatch,Esperado: colgan
colgar,indicative,pretIndef,1s,colgué,Mismatch,Esperado: colgé
colgar,subjunctive,subjPres,1s,cuelgue,Mismatch,Esperado: colge
colgar,subjunctive,subjPres,2s_tu,cuelgues,Mismatch,Esperado: colges | 'accepts' inválido para vos: cuelgues (esperado colges)
colgar,subjunctive,subjPres,3s,cuelgue,Mismatch,Esperado: colge
colgar,subjunctive,subjPres,1p,colguemos,Mismatch,Esperado: colgemos
colgar,subjunctive,subjPres,2p_vosotros,colguéis,Mismatch,Esperado: colgéis
colgar,subjunctive,subjPres,3p,cuelguen,Mismatch,Esperado: colgen
colgar,indicative,pres,2s_vos,cuelgás,Mismatch,Esperado: colgás
colgar,subjunctive,subjImpf,1s,colgara,Unknown-tense,No hay generador para este modo/tiempo
colgar,subjunctive,subjImpf,2s_tu,colgaras,Unknown-tense,No hay generador para este modo/tiempo
colgar,subjunctive,subjImpf,2s_vos,colgaras,Unknown-tense,No hay generador para este modo/tiempo
colgar,subjunctive,subjImpf,3s,colgara,Unknown-tense,No hay generador para este modo/tiempo
colgar,subjunctive,subjImpf,1p,cólgramos,Unknown-tense,No hay generador para este modo/tiempo
colgar,subjunctive,subjImpf,2p_vosotros,colgarais,Unknown-tense,No hay generador para este modo/tiempo
colgar,subjunctive,subjImpf,3p,colgaran,Unknown-tense,No hay generador para este modo/tiempo
negar,indicative,pres,1s,niego,Mismatch,Esperado: nego
negar,indicative,pres,2s_tu,niegas,Mismatch,Esperado: negas
negar,indicative,pres,3s,niega,Mismatch,Esperado: nega
negar,indicative,pres,3p,niegan,Mismatch,Esperado: negan
negar,indicative,pretIndef,1s,negué,Mismatch,Esperado: negé
negar,subjunctive,subjPres,1s,niegue,Mismatch,Esperado: nege
negar,subjunctive,subjPres,2s_tu,niegues,Mismatch,Esperado: neges | 'accepts' inválido para vos: niegues (esperado neges)
negar,subjunctive,subjPres,3s,niegue,Mismatch,Esperado: nege
negar,subjunctive,subjPres,1p,neguemos,Mismatch,Esperado: negemos
negar,subjunctive,subjPres,2p_vosotros,neguéis,Mismatch,Esperado: negéis
negar,subjunctive,subjPres,3p,nieguen,Mismatch,Esperado: negen
negar,indicative,pres,2s_vos,niegás,Mismatch,Esperado: negás
negar,subjunctive,subjImpf,1s,negara,Unknown-tense,No hay generador para este modo/tiempo
negar,subjunctive,subjImpf,2s_tu,negaras,Unknown-tense,No hay generador para este modo/tiempo
negar,subjunctive,subjImpf,2s_vos,negaras,Unknown-tense,No hay generador para este modo/tiempo
negar,subjunctive,subjImpf,3s,negara,Unknown-tense,No hay generador para este modo/tiempo
negar,subjunctive,subjImpf,1p,négramos,Unknown-tense,No hay generador para este modo/tiempo
negar,subjunctive,subjImpf,2p_vosotros,negarais,Unknown-tense,No hay generador para este modo/tiempo
negar,subjunctive,subjImpf,3p,negaran,Unknown-tense,No hay generador para este modo/tiempo
rogar,indicative,pres,1s,ruego,Mismatch,Esperado: rogo
rogar,indicative,pres,2s_tu,ruegas,Mismatch,Esperado: rogas
rogar,indicative,pres,3s,ruega,Mismatch,Esperado: roga
rogar,indicative,pres,3p,ruegan,Mismatch,Esperado: rogan
rogar,indicative,pretIndef,1s,rogué,Mismatch,Esperado: rogé
rogar,subjunctive,subjPres,1s,ruegue,Mismatch,Esperado: roge
rogar,subjunctive,subjPres,2s_tu,ruegues,Mismatch,Esperado: roges | 'accepts' inválido para vos: ruegues (esperado roges)
rogar,subjunctive,subjPres,3s,ruegue,Mismatch,Esperado: roge
rogar,subjunctive,subjPres,1p,roguemos,Mismatch,Esperado: rogemos
rogar,subjunctive,subjPres,2p_vosotros,roguéis,Mismatch,Esperado: rogéis
rogar,subjunctive,subjPres,3p,rueguen,Mismatch,Esperado: rogen
rogar,indicative,pres,2s_vos,ruegás,Mismatch,Esperado: rogás
rogar,subjunctive,subjImpf,1s,rogara,Unknown-tense,No hay generador para este modo/tiempo
rogar,subjunctive,subjImpf,2s_tu,rogaras,Unknown-tense,No hay generador para este modo/tiempo
rogar,subjunctive,subjImpf,2s_vos,rogaras,Unknown-tense,No hay generador para este modo/tiempo
rogar,subjunctive,subjImpf,3s,rogara,Unknown-tense,No hay generador para este modo/tiempo
rogar,subjunctive,subjImpf,1p,rógramos,Unknown-tense,No hay generador para este modo/tiempo
rogar,subjunctive,subjImpf,2p_vosotros,rogarais,Unknown-tense,No hay generador para este modo/tiempo
rogar,subjunctive,subjImpf,3p,rogaran,Unknown-tense,No hay generador para este modo/tiempo
castigar,indicative,pretIndef,1s,castigué,Mismatch,Esperado: castigé
castigar,subjunctive,subjPres,1s,castigue,Mismatch,Esperado: castige
castigar,subjunctive,subjPres,2s_tu,castigues,Mismatch,Esperado: castiges | 'accepts' inválido para vos: castigues (esperado castiges)
castigar,subjunctive,subjPres,3s,castigue,Mismatch,Esperado: castige
castigar,subjunctive,subjPres,1p,castiguemos,Mismatch,Esperado: castigemos
castigar,subjunctive,subjPres,2p_vosotros,castiguéis,Mismatch,Esperado: castigéis
castigar,subjunctive,subjPres,3p,castiguen,Mismatch,Esperado: castigen
castigar,subjunctive,subjImpf,1s,castigara,Unknown-tense,No hay generador para este modo/tiempo
castigar,subjunctive,subjImpf,2s_tu,castigaras,Unknown-tense,No hay generador para este modo/tiempo
castigar,subjunctive,subjImpf,2s_vos,castigaras,Unknown-tense,No hay generador para este modo/tiempo
castigar,subjunctive,subjImpf,3s,castigara,Unknown-tense,No hay generador para este modo/tiempo
castigar,subjunctive,subjImpf,1p,castígramos,Unknown-tense,No hay generador para este modo/tiempo
castigar,subjunctive,subjImpf,2p_vosotros,castigarais,Unknown-tense,No hay generador para este modo/tiempo
castigar,subjunctive,subjImpf,3p,castigaran,Unknown-tense,No hay generador para este modo/tiempo
disponer,indicative,pres,1s,dispongo,Mismatch,Esperado: dispono
disponer,indicative,pretIndef,1s,dispuse,Mismatch,Esperado: disponí
disponer,indicative,pretIndef,2s_tu,dispusiste,Mismatch,Esperado: disponiste | 'accepts' inválido para vos: dispusiste (esperado disponiste)
disponer,indicative,pretIndef,3s,dispuso,Mismatch,Esperado: disponió
disponer,indicative,pretIndef,1p,dispusimos,Mismatch,Esperado: disponimos
disponer,indicative,pretIndef,2p_vosotros,dispusisteis,Mismatch,Esperado: disponisteis
disponer,indicative,pretIndef,3p,dispusieron,Mismatch,Esperado: disponieron
disponer,subjunctive,subjPres,1s,disponga,Mismatch,Esperado: dispona
disponer,subjunctive,subjPres,2s_tu,dispongas,Mismatch,Esperado: disponas | 'accepts' inválido para vos: dispongas (esperado disponas)
disponer,subjunctive,subjPres,3s,disponga,Mismatch,Esperado: dispona
disponer,subjunctive,subjPres,1p,dispongamos,Mismatch,Esperado: disponamos
disponer,subjunctive,subjPres,2p_vosotros,dispongáis,Mismatch,Esperado: disponáis
disponer,subjunctive,subjPres,3p,dispongan,Mismatch,Esperado: disponan
disponer,indicative,fut,1s,dispondré,Mismatch,Esperado: disponeré
disponer,indicative,fut,2s_tu,dispondrás,Mismatch,Esperado: disponerás | 'accepts' inválido para vos: dispondrás (esperado disponerás)
disponer,indicative,fut,3s,dispondrá,Mismatch,Esperado: disponerá
disponer,indicative,fut,1p,dispondremos,Mismatch,Esperado: disponeremos
disponer,indicative,fut,2p_vosotros,dispondréis,Mismatch,Esperado: disponeréis
disponer,indicative,fut,3p,dispondrán,Mismatch,Esperado: disponerán
disponer,conditional,cond,1s,dispondría,Mismatch,Esperado: disponería
disponer,conditional,cond,2s_tu,dispondrías,Mismatch,Esperado: disponerías | 'accepts' inválido para vos: dispondrías (esperado disponerías)
disponer,conditional,cond,3s,dispondría,Mismatch,Esperado: disponería
disponer,conditional,cond,1p,dispondríamos,Mismatch,Esperado: disponeríamos
disponer,conditional,cond,2p_vosotros,dispondríais,Mismatch,Esperado: disponeríais
disponer,conditional,cond,3p,dispondrían,Mismatch,Esperado: disponerían
disponer,nonfinite,part,,dispuesto,Mismatch,Esperado: disponido
disponer,indicative,pretPerf,1s,he dispuesto,Mismatch,Esperado: he disponido
disponer,indicative,pretPerf,2s_tu,has dispuesto,Mismatch,Esperado: has disponido
disponer,indicative,pretPerf,2s_vos,has dispuesto,Mismatch,Esperado: has disponido
disponer,indicative,pretPerf,3s,ha dispuesto,Mismatch,Esperado: ha disponido
disponer,indicative,pretPerf,1p,hemos dispuesto,Mismatch,Esperado: hemos disponido
disponer,indicative,pretPerf,2p_vosotros,habéis dispuesto,Mismatch,Esperado: habéis disponido
disponer,indicative,pretPerf,3p,han dispuesto,Mismatch,Esperado: han disponido
disponer,indicative,plusc,1s,había dispuesto,Mismatch,Esperado: había disponido
disponer,indicative,plusc,2s_tu,habías dispuesto,Mismatch,Esperado: habías disponido
disponer,indicative,plusc,2s_vos,habías dispuesto,Mismatch,Esperado: habías disponido
disponer,indicative,plusc,3s,había dispuesto,Mismatch,Esperado: había disponido
disponer,indicative,plusc,1p,habíamos dispuesto,Mismatch,Esperado: habíamos disponido
disponer,indicative,plusc,2p_vosotros,habíais dispuesto,Mismatch,Esperado: habíais disponido
disponer,indicative,plusc,3p,habían dispuesto,Mismatch,Esperado: habían disponido
disponer,indicative,futPerf,1s,habré dispuesto,Mismatch,Esperado: habré disponido
disponer,indicative,futPerf,2s_tu,habrás dispuesto,Mismatch,Esperado: habrás disponido
disponer,indicative,futPerf,2s_vos,habrás dispuesto,Mismatch,Esperado: habrás disponido
disponer,indicative,futPerf,3s,habrá dispuesto,Mismatch,Esperado: habrá disponido
disponer,indicative,futPerf,1p,habremos dispuesto,Mismatch,Esperado: habremos disponido
disponer,indicative,futPerf,2p_vosotros,habréis dispuesto,Mismatch,Esperado: habréis disponido
disponer,indicative,futPerf,3p,habrán dispuesto,Mismatch,Esperado: habrán disponido
disponer,conditional,condPerf,1s,habría dispuesto,Mismatch,Esperado: habría disponido
disponer,conditional,condPerf,2s_tu,habrías dispuesto,Mismatch,Esperado: habrías disponido
disponer,conditional,condPerf,2s_vos,habrías dispuesto,Mismatch,Esperado: habrías disponido
disponer,conditional,condPerf,3s,habría dispuesto,Mismatch,Esperado: habría disponido
disponer,conditional,condPerf,1p,habríamos dispuesto,Mismatch,Esperado: habríamos disponido
disponer,conditional,condPerf,2p_vosotros,habríais dispuesto,Mismatch,Esperado: habríais disponido
disponer,conditional,condPerf,3p,habrían dispuesto,Mismatch,Esperado: habrían disponido
disponer,subjunctive,subjPerf,1s,haya dispuesto,Mismatch,Esperado: haya disponido
disponer,subjunctive,subjPerf,2s_tu,hayas dispuesto,Mismatch,Esperado: hayas disponido
disponer,subjunctive,subjPerf,2s_vos,hayas dispuesto,Mismatch,Esperado: hayas disponido
disponer,subjunctive,subjPerf,3s,haya dispuesto,Mismatch,Esperado: haya disponido
disponer,subjunctive,subjPerf,1p,hayamos dispuesto,Mismatch,Esperado: hayamos disponido
disponer,subjunctive,subjPerf,2p_vosotros,hayáis dispuesto,Mismatch,Esperado: hayáis disponido
disponer,subjunctive,subjPerf,3p,hayan dispuesto,Mismatch,Esperado: hayan disponido
disponer,subjunctive,subjPlusc,1s,hubiera dispuesto,Mismatch,"Esperado: ['hubiera disponido', 'hubiese disponido']"
disponer,subjunctive,subjPlusc,2s_tu,hubieras dispuesto,Mismatch,"Esperado: ['hubieras disponido', 'hubieses disponido']"
disponer,subjunctive,subjPlusc,2s_vos,hubieras dispuesto,Mismatch,"Esperado: ['hubieras disponido', 'hubieses disponido']"
disponer,subjunctive,subjPlusc,3s,hubiera dispuesto,Mismatch,"Esperado: ['hubiera disponido', 'hubiese disponido']"
disponer,subjunctive,subjPlusc,1p,hubiéramos dispuesto,Mismatch,"Esperado: ['hubiéramos disponido', 'hubiésemos disponido']"
disponer,subjunctive,subjPlusc,2p_vosotros,hubierais dispuesto,Mismatch,"Esperado: ['hubierais disponido', 'hubieseis disponido']"
disponer,subjunctive,subjPlusc,3p,hubieran dispuesto,Mismatch,"Esperado: ['hubieran disponido', 'hubiesen disponido']"
disponer,indicative,pretIndef,2s_vos,dispus,Mismatch,Esperado: disponiste
disponer,subjunctive,subjImpf,1s,disponra,Unknown-tense,No hay generador para este modo/tiempo
disponer,subjunctive,subjImpf,2s_tu,disponras,Unknown-tense,No hay generador para este modo/tiempo
disponer,subjunctive,subjImpf,2s_vos,disponras,Unknown-tense,No hay generador para este modo/tiempo
disponer,subjunctive,subjImpf,3s,disponra,Unknown-tense,No hay generador para este modo/tiempo
disponer,subjunctive,subjImpf,1p,dispónramos,Unknown-tense,No hay generador para este modo/tiempo
disponer,subjunctive,subjImpf,2p_vosotros,disponrais,Unknown-tense,No hay generador para este modo/tiempo
disponer,subjunctive,subjImpf,3p,disponran,Unknown-tense,No hay generador para este modo/tiempo
exponer,indicative,pres,1s,expongo,Mismatch,Esperado: expono
exponer,indicative,pretIndef,1s,expuse,Mismatch,Esperado: exponí
exponer,indicative,pretIndef,2s_tu,expusiste,Mismatch,Esperado: exponiste | 'accepts' inválido para vos: expusiste (esperado exponiste)
exponer,indicative,pretIndef,3s,expuso,Mismatch,Esperado: exponió
exponer,indicative,pretIndef,1p,expusimos,Mismatch,Esperado: exponimos
exponer,indicative,pretIndef,2p_vosotros,expusisteis,Mismatch,Esperado: exponisteis
exponer,indicative,pretIndef,3p,expusieron,Mismatch,Esperado: exponieron
exponer,subjunctive,subjPres,1s,exponga,Mismatch,Esperado: expona
exponer,subjunctive,subjPres,2s_tu,expongas,Mismatch,Esperado: exponas | 'accepts' inválido para vos: expongas (esperado exponas)
exponer,subjunctive,subjPres,3s,exponga,Mismatch,Esperado: expona
exponer,subjunctive,subjPres,1p,expongamos,Mismatch,Esperado: exponamos
exponer,subjunctive,subjPres,2p_vosotros,expongáis,Mismatch,Esperado: exponáis
exponer,subjunctive,subjPres,3p,expongan,Mismatch,Esperado: exponan
exponer,indicative,fut,1s,expondré,Mismatch,Esperado: exponeré
exponer,indicative,fut,2s_tu,expondrás,Mismatch,Esperado: exponerás | 'accepts' inválido para vos: expondrás (esperado exponerás)
exponer,indicative,fut,3s,expondrá,Mismatch,Esperado: exponerá
exponer,indicative,fut,1p,expondremos,Mismatch,Esperado: exponeremos
exponer,indicative,fut,2p_vosotros,expondréis,Mismatch,Esperado: exponeréis
exponer,indicative,fut,3p,expondrán,Mismatch,Esperado: exponerán
exponer,conditional,cond,1s,expondría,Mismatch,Esperado: exponería
exponer,conditional,cond,2s_tu,expondrías,Mismatch,Esperado: exponerías | 'accepts' inválido para vos: expondrías (esperado exponerías)
exponer,conditional,cond,3s,expondría,Mismatch,Esperado: exponería
exponer,conditional,cond,1p,expondríamos,Mismatch,Esperado: exponeríamos
exponer,conditional,cond,2p_vosotros,expondríais,Mismatch,Esperado: exponeríais
exponer,conditional,cond,3p,expondrían,Mismatch,Esperado: exponerían
exponer,nonfinite,part,,expuesto,Mismatch,Esperado: exponido
exponer,indicative,pretPerf,1s,he expuesto,Mismatch,Esperado: he exponido
exponer,indicative,pretPerf,2s_tu,has expuesto,Mismatch,Esperado: has exponido
exponer,indicative,pretPerf,2s_vos,has expuesto,Mismatch,Esperado: has exponido
exponer,indicative,pretPerf,3s,ha expuesto,Mismatch,Esperado: ha exponido
exponer,indicative,pretPerf,1p,hemos expuesto,Mismatch,Esperado: hemos exponido
exponer,indicative,pretPerf,2p_vosotros,habéis expuesto,Mismatch,Esperado: habéis exponido
exponer,indicative,pretPerf,3p,han expuesto,Mismatch,Esperado: han exponido
exponer,indicative,plusc,1s,había expuesto,Mismatch,Esperado: había exponido
exponer,indicative,plusc,2s_tu,habías expuesto,Mismatch,Esperado: habías exponido
exponer,indicative,plusc,2s_vos,habías expuesto,Mismatch,Esperado: habías exponido
exponer,indicative,plusc,3s,había expuesto,Mismatch,Esperado: había exponido
exponer,indicative,plusc,1p,habíamos expuesto,Mismatch,Esperado: habíamos exponido
exponer,indicative,plusc,2p_vosotros,habíais expuesto,Mismatch,Esperado: habíais exponido
exponer,indicative,plusc,3p,habían expuesto,Mismatch,Esperado: habían exponido
exponer,indicative,futPerf,1s,habré expuesto,Mismatch,Esperado: habré exponido
exponer,indicative,futPerf,2s_tu,habrás expuesto,Mismatch,Esperado: habrás exponido
exponer,indicative,futPerf,2s_vos,habrás expuesto,Mismatch,Esperado: habrás exponido
exponer,indicative,futPerf,3s,habrá expuesto,Mismatch,Esperado: habrá exponido
exponer,indicative,futPerf,1p,habremos expuesto,Mismatch,Esperado: habremos exponido
exponer,indicative,futPerf,2p_vosotros,habréis expuesto,Mismatch,Esperado: habréis exponido
exponer,indicative,futPerf,3p,habrán expuesto,Mismatch,Esperado: habrán exponido
exponer,conditional,condPerf,1s,habría expuesto,Mismatch,Esperado: habría exponido
exponer,conditional,condPerf,2s_tu,habrías expuesto,Mismatch,Esperado: habrías exponido
exponer,conditional,condPerf,2s_vos,habrías expuesto,Mismatch,Esperado: habrías exponido
exponer,conditional,condPerf,3s,habría expuesto,Mismatch,Esperado: habría exponido
exponer,conditional,condPerf,1p,habríamos expuesto,Mismatch,Esperado: habríamos exponido
exponer,conditional,condPerf,2p_vosotros,habríais expuesto,Mismatch,Esperado: habríais exponido
exponer,conditional,condPerf,3p,habrían expuesto,Mismatch,Esperado: habrían exponido
exponer,subjunctive,subjPerf,1s,haya expuesto,Mismatch,Esperado: haya exponido
exponer,subjunctive,subjPerf,2s_tu,hayas expuesto,Mismatch,Esperado: hayas exponido
exponer,subjunctive,subjPerf,2s_vos,hayas expuesto,Mismatch,Esperado: hayas exponido
exponer,subjunctive,subjPerf,3s,haya expuesto,Mismatch,Esperado: haya exponido
exponer,subjunctive,subjPerf,1p,hayamos expuesto,Mismatch,Esperado: hayamos exponido
exponer,subjunctive,subjPerf,2p_vosotros,hayáis expuesto,Mismatch,Esperado: hayáis exponido
exponer,subjunctive,subjPerf,3p,hayan expuesto,Mismatch,Esperado: hayan exponido
